entry_id	topic	meaning_ru	ru_definition	en	fr	de	ar	zh	ru	es
complete	work	полный	понятие или предмет: полный	complete|/kəmˈpɫit/	complet|/kɔ̃plɛ/	ganz|/ɡant͡s/	مُكْتَمِل|muktamil	完全|wán quán	по́лный|polnyi	completo|/kõmˈplet̪o/
course	work	курс	понятие или предмет: курс	course|/ˈkɔɹs/	cours|/kuʁ/	Kurs|/kʊʁs/	دَوْرَة|dawraa	课程|kè chéng	курс|kurs	curso|/ˈkuɾso/
create	work	создавать	действие: создавать	create|/kɹiˈeɪt/	créer|/kʁee/	schaffen|/ˈʃafn̩/	خَلَقَ|khalaqa	创造|chuàng zào	создава́ть|sozdavat	crear|/kɾeˈaɾ/
design	work	план	понятие или предмет: план	design|/dɪˈzaɪn/	conception|/kɔ̃sɛpsjɔ̃/	Design|/diˈzaɪ̯n/	تَخْطِيط|takhtiyt	设计|shè jì	план|plan	diseño|/d̪iˈseɲo/
detail	work	деталь	понятие или предмет: деталь	detail|/ˈditeɪɫ/	détail|/detaj/	Detail|/deˈtaj/	تَفْصِيل|tafsiyl	细节|xì jié	дета́ль|detal	detalle|/d̪eˈt̪aʝe/
form	work	форма	понятие или предмет: форма	form|/ˈfɔɹm/	forme|/fɔʁm/	Gestalt|/ɡəˈʃtalt/	شَكْل|shakl	形式|xíng shì	фо́рма|forma	forma|/ˈfoɾma/
homework	work	домашнее задание	понятие или предмет: домашнее задание	homework|/ˈhoʊmˌwɝk/	devoirs|/dəvwaʁ/	Hausaufgabe|/ˈhaʊ̯sʔaʊ̯fˌɡaːbə/	وَاجِب|waajib	作业|zuò yè	дома́шнее зада́ние|domashnee zadanie	deberes|/deˈβeɾes/
improve	work	улучшать	действие: улучшать	improve|/ˌɪmˈpɹuv/	améliorer|/ameljɔʁe/	verbessern|/fɛɐ̯ˈbɛsɐn/	تَحَسَّنَ|tahasana	改善|gǎi shàn	улучша́ть|uluchshat	mejorar|/mexoˈɾaɾ/
include	work	включать	действие: включать	include|/ˌɪnˈkɫud/	inclure|/ɛ̃klyʁ/	einschließen|/ˈaɪ̯nˌʃliːsn̩/	تضمن|tdmn	包括|bāo kuò	включа́ть|vklyuchat	incluir|/ĩŋˈklwiɾ/
interest	work	интерес	понятие или предмет: интерес	interest|/ˈɪntɝəst/	intérêt|/ɛ̃teʁɛ/	Interesse|/ɪntəˈʁɛsə/	اِهْتِمَام|aihtimaam	兴趣|xìng qù	интере́с|interes	interés|/ĩn̪t̪eˈɾes/
machine	work	машина	понятие или предмет: машина	machine|/məˈʃin/	machine|/maʃin/	Maschine|/maˈʃiːnə/	آلَة|aalaa	机|jī	маши́на|mashina	máquina|/ˈmakina/
join	work	соединять	действие: соединять	join|/ˈdʒɔɪn/	joindre|/ʒwɛ̃dʁ/	verknüpfen|/fɛɐ̯ˈknʏp͡fn̩/	اِتَّصَلَ|aitasala	连接|lián jiē	соединя́ть|soedinyat	juntar|/xũn̪ˈt̪aɾ/
lesson	work	урок	понятие или предмет: урок	lesson|/ˈɫɛsən/	leçon|/ləsɔ̃/	Lehrstunde|/ˈleːɐ̯ˌʃtʊndə/	دَرْس|dars	课业|kè yè	уро́к|urok	lección|/lekˈsjõn/
practice	work	практика	понятие или предмет: практика	practice|/ˈpɹæktəs/	pratique|/pʁatik/	Übung|/ˈyːbʊŋ/	تَدْرِيب|tadriyb	練習|liàn xí	пра́ктика|praktika	práctica|/ˈpɾakt̪ika/
present	work	подарок	понятие или предмет: подарок	present|/ˈpɹɛzənt/	cadeau|/kado/	Geschenk|/ɡəˈʃɛŋk/	هَدِيَّة|hadiyaa	礼物|lǐ wù	пода́рок|podarok	regalo|/reˈɣalo/
problem	work	проблема	понятие или предмет: проблема	problem|/ˈpɹɑbɫəm/	problème|/pʁɔblɛm/	Problem|/pʁoˈbleːm/	مُشْكِلَة|mushkilaa	問題|wèn tí	пробле́ма|problema	problema|/pɾoˈβ̞lema/
program	work	программа	понятие или предмет: программа	program|/ˈpɹoʊˌɡɹæm/	programme|/pʁɔgʁam/	Programm|/pʁoˈɡʁam/	بَرْنَامَج|barnaamaj	计划|jì huà	програ́мма|programma	programa|/pɾoˈɣ̞ɾama/
project	work	проект	понятие или предмет: проект	project|/ˈpɹɑdʒɛkt/	projet|/pʁɔʒɛ/	Projekt|/pʁoˈjɛkt/	مَشْرُوع|mashruwa	計劃|jì huà	прое́кт|proekt	proyecto|/pɾoˈʝekt̪o/
result	work	результат	понятие или предмет: результат	result|/ɹiˈzəɫt/	résultat|/ʁezylta/	Ergebnis|/ɛɐ̯ˈɡeːpnɪs/	نَتِيجَة|natiyjaa	结果|jié guǒ	результа́т|rezultat	resultado|/resul̪ˈt̪að̞o/
rule	work	правило	понятие или предмет: правило	rule|/ˈɹuɫ/	règle|/ʁɛgl/	Regel|/ˈʁeːɡl̩/	قَانُون|qaanuwn	规则|guī zé	пра́вило|pravilo	regla|/ˈreɣ̞la/
skill	work	умение	понятие или предмет: умение	skill|/ˈskɪɫ/	habileté|/abilte/	Fähigkeit|/ˈfɛːɪkkaɪ̯t/	مَهَارَة|mahaaraa	技巧|jì qiǎo	уме́ние|umenie	habilidad|/aβ̞iliˈð̞að̞/
study	work	учение	понятие или предмет: учение	study|/ˈstədi/	étude|/etyd/	Studium|/ˈʃtuːdi̯ʊm/	دِرَاسَة|diraasaa	学习|xué xí	уче́ние|uchenie	estudio|/esˈt̪uð̞jo/
style	work	стиль	понятие или предмет: стиль	style|/ˈstaɪɫ/	style|/stil/	Stil|/stiːl/	أُسْلُوب|ausluwb	风格|fēng gé	стиль|stil	estilo|/esˈt̪ilo/
subject	work	учебный предмет	понятие или предмет: учебный предмет	subject|/ˈsəbdʒɪkt/	matière|/matjɛʁ/	Schulfach|/ˈʃuːlˌfax/	مَادَّة دِرَاسِيَّة|maadaa diraasiyaa	学科|xué kē	уче́бный предме́т|uchebnyi predmet	asignatura|/asiɣnatuɾa/
success	work	успех	понятие или предмет: успех	success|/səkˈsɛs/	succès|/syksɛ/	Erfolg|/ɛɐ̯ˈfɔlk/	نَجَاح|najaah	成功|chéng gōng	успе́х|uspekh	éxito|/ˈeksit̪o/
teach	work	преподавать	действие: преподавать	teach|/ˈtitʃ/	enseigner|/ɑ̃sɛɲe/	lehren|/ˈleːʁən/	عَلَّمَ|aalama	教|jiào	преподава́ть|prepodavat	enseñar|/ẽnseˈɲaɾ/
test	work	тест	понятие или предмет: тест	test|/ˈtɛst/	test|/tɛst/	Test|/tɛst/	اِخْتِبَار|aikhtibaar	测试|cè shì	тест|test	prueba|/ˈpɾweβ̞a/
title	work	титул	понятие или предмет: титул	title|/ˈtaɪtəɫ/	titre|/titʁ/	Titel|/ˈtiːtl̩/	لَقَب|laqab	称号|chēng hào	ти́тул|titul	título|/ˈt̪it̪ulo/
writing	work	письменность	понятие или предмет: письменность	writing|/ˈɹaɪtɪŋ/	écriture|/ekʁityʁ/	Schrift|/ʃʁɪft/	كِتَابَة|kitaabaa	文字|wén zì	пи́сьменность|pismennost	escritura|/eskɾiˈt̪uɾa/
reading	work	чтение	понятие или предмет: чтение	reading|/ˈɹɛdɪŋ/	lecture|/lɛktyʁ/	Lektüre|/lɛkˈtyːʁə/	قِرَاءَة|qiraaaa	阅读|yuè dú	чте́ние|chtenie	lectura|/lekˈt̪uɾa/
useful	work	полезный	понятие или предмет: полезный	useful|/ˈjusfəɫ/	utile|/ytil/	nützlich|/ˈnʏt͡slɪç/	مُفِيد|mufiyd	有用|yǒu yòng	поле́зный|poleznyi	útil|/ˈut̪il/
afraid	health	испуганный	понятие или предмет: испуганный	afraid|/əˈfɹeɪd/	effrayé|/efʁɛje/	ängstlich|/ˈɛŋstlɪç/	خَائِف|khaaiif	害怕|hài pà	испу́ганный|ispugannyi	con miedo|/kõn ˈmjeð̞o/
angry	health	сердитый	понятие или предмет: сердитый	angry|/ˈæŋɡɹi/	fâché|/faʃe/	böse|/ˈbøːzə/	غَاضِب|ghaadib	恼怒|nǎo nù	серди́тый|serdityi	enojado|/enoˈxað̞o/
arm	health	рука	понятие или предмет: рука	arm|/ˈɑɹm/	bras|/bʁa/	Arm|/aʁm/	ذِرَاع|dhiraaa	胳膊|gē bó	рука́|ruka	brazo|/ˈbɾaθo/
bored	health	скучающий	понятие или предмет: скучающий	bored|/ˈbɔɹd/	ennuyé|/ɑ̃nɥije/	gelangweilt|/ɡəˈlaŋˌvaɪ̯lt/	مَلُول|maluwl	厌烦|yàn fán	скуча́ющий|skuchayushchii	aburrido|/aβuriðo/
baseball	health	бейсбол	понятие или предмет: бейсбол	baseball|/ˈbeɪsˈbɔɫ/	baseball|/\bɛz.bol\/	Baseball|/ˈbeːsboːl/	بَيْسْبُول|baysbuwl	棒球|bàng qiú	бейсбо́л|beisbol	béisbol|/ˈbeizβol/
dangerous	health	опасный	понятие или предмет: опасный	dangerous|/ˈdeɪndʒɝəs/	dangereux|/dɑ̃ʒʁø/	gefährlich|/ɡəˈfɛːɐ̯lɪç/	خَطِر|khatir	危险|wēi xiǎn	опа́сный|opasnyi	peligroso|/peliˈɣ̞ɾoso/
ear	health	ухо	понятие или предмет: ухо	ear|/ˈiɹ/	oreille|/ɔʁɛj/	Ohr|/oːɐ̯/	أُذُن|audhun	耳朵|ěr duǒ	у́хо|ukho	oreja|/oˈɾexa/
enjoy	health	наслаждаться	действие: наслаждаться	enjoy|/ˌɛnˈdʒɔɪ/	profiter de|/\pʁɔ.fi.te\ \də\/	genießen|/ɡəˈniːsn̩/	اِسْتَمْتَعَ|aistamtaaa	欣赏|xīn shǎng	наслажда́ться|naslazhdatsya	disfrutar|/d̪isfɾuˈt̪aɾ/
enough	health	достаточно	понятие или предмет: достаточно	enough|/iˈnəf/	suffisamment|/syfizamɑ̃/	genug|/ɡəˈnuːk/	تَمَامًا|tamaamana	足够|zú gòu	доста́точно|dostatochno	suficientemente|/sufiˌsjẽn̪t̪eˈmẽn̪t̪e/
excited	health	возбуждённый	понятие или предмет: возбуждённый	excited|/ɪkˈsaɪtəd/	excité|/ɛksite/	erregt|/ɛɐ̯ˈʁeːkt/	مُتَحَمِّس|mutahamis	兴奋|xīng fèn	возбуждённый|vozbuzhdennyi	entusiasmado|/ẽn̪t̪usjasˈmað̞o/
feel	health	чувствовать	действие: чувствовать	feel|/ˈfiɫ/	sentir|/sɑ̃tiʁ/	fühlen|/ˈfyːlən/	شَعَرَ|shaaara	感觉|gǎn jué	чу́вствовать|chuvstvovat	sentir|/sẽn̪ˈt̪iɾ/
feeling	health	ощущение	понятие или предмет: ощущение	feeling|/ˈfiɫɪŋ/	sensation|/sɑ̃sasjɔ̃/	Gefühl|/ɡəˈfyːl/	شُعُور|shuauwr	感受|gǎn shòu	ощуще́ние|oshchushchenie	sentimiento|/sẽn̪t̪iˈmjẽn̪t̪o/
free	health	свободный	понятие или предмет: свободный	free|/ˈfɹi/	libre|/libʁ/	frei|/fʁaɪ̯/	حُرّ|hur	自由的|zì yóu de	свобо́дный|svobodnyi	libre|/ˈliβ̞ɾe/
fun	health	веселье	понятие или предмет: веселье	fun|/ˈfən/	amusement|/amyzmɑ̃/	Spaß|/ʃpaːs/	مَرَح|marah	乐趣|lè qù	весе́лье|vesele	diversión|/d̪iβ̞eɾˈsjõn/
funny	health	смешной	понятие или предмет: смешной	funny|/ˈfəni/	drôle|/dʁol/	lustig|/ˈlʊstɪk/	مُضْحِك|mudhik	可笑|kě xiào	смешно́й|smeshnoi	divertido|/d̪iβ̞eɾˈt̪ið̞o/
hard	health	твёрдый	понятие или предмет: твёрдый	hard|/ˈhɑɹd/	dur|/dyʁ/	hart|/haʁt/	صُلْب|sulb	硬|yìng	твёрдый|tverdyi	duro|/ˈd̪uɾo/
hate	health	ненавидеть	действие: ненавидеть	hate|/ˈheɪt/	haïr|/ʼaiʁ/	hassen|/ˈhasn̩/	كَرِهَ|kariha	恨|hèn	ненави́деть|nenavidet	odiar|/oˈð̞jaɾ/
health	health	здоровье	понятие или предмет: здоровье	health|/ˈhɛɫθ/	santé|/sɑ̃te/	Gesundheit|/ɡəˈzʊnthaɪ̯t/	صِحَّة|sihaa	健康状况|jiàn kāng zhuàng kuàng	здоро́вье|zdorove	salud|/saˈluð̞/
basketball	health	баскетбол	понятие или предмет: баскетбол	basketball|/ˈbæskətˌbɔɫ/	basket-ball|/baskɛtbol/	Basketball|/ˈbaskətˌbal/	كُرَة اَلسَّلَّة|kuraa aalsalaa	篮球|lán qiú	баскетбо́л|basketbol	baloncesto|/balonθesto/
like	health	любить	действие: любить	like|/ˈɫaɪk/	aimer|/ɛme/	mögen|/ˈmøːɡn̩/	حَبَّ|haba	喜欢|xǐ huān	люби́ть|lyubit	gustar|/gusˈt̪aɾ/
negative	health	отрицательный	понятие или предмет: отрицательный	negative|/ˈnɛɡətɪv/	négatif|/negatif/	negativ|/neɡaˈtiːf/	سَلْبِيّ|salbiy	否定的|fǒu dìng de	отрица́тельный|otritsatelnyi	negativo|/neɣ̞aˈt̪iβ̞o/
nice	health	милый	понятие или предмет: милый	nice|/ˈnaɪs/	gentil|/ʒɑ̃ti/	sympathisch|/zʏmˈpaːtɪʃ/	جَيِّد|jayid	美好的|měi hǎo de	ми́лый|milyi	amable|/amaβle/
poor	health	бедный	понятие или предмет: бедный	poor|/ˈpuɹ/	pauvre|/povʁ/	bedürftig|/bəˈdʏʁftɪk/	فَقِير|faqiyr	贫穷|pín qióng	бе́дный|bednyi	pobre|/ˈpoβ̞ɾe/
positive	health	положительный	понятие или предмет: положительный	positive|/ˈpɑzətɪv/	positif|/pozitif/	positiv|/poziˈtiːf/	مُوجَب|muwjab	确定的|què dìng de	положи́тельный|polozhitelnyi	positivo|/posiˈt̪iβ̞o/
relax	health	расслабляться	действие: расслабляться	relax|/ɹiˈɫæks/	se détendre|/sə detɑ̃dʁ/	sich entspannen|/zɪç ɛntˈʃpanən/	اِسْتَرْخَى|aistarkhaa	放松|fàng sōng	расслабля́ться|rasslablyatsya	relajarse|/relaˈxaɾse/
tennis	health	теннис	понятие или предмет: теннис	tennis|/ˈtɛnəs/	tennis|/tenis/	Tennis|/ˈtɛnɪs/	تَنِس|tanis	网球|wǎng qiú	те́ннис|tennis	tenis|/ˈt̪enis/
smart	health	сообразительный	понятие или предмет: сообразительный	smart|/ˈsmɑɹt/	habile|/abil/	klug|/kluːk/	شَاطِر|shaatir	机灵|jī líng	сообрази́тельный|soobrazitelnyi	listo|/ˈlist̪o/
strong	health	сильный	понятие или предмет: сильный	strong|/ˈstɹɔŋ/	fort|/fɔʁ/	stark|/ʃtaʁk/	قَوِيّ|qawiy	强|qiáng	си́льный|silnyi	fuerte|/ˈfweɾt̪e/
terrible	health	ужасный	понятие или предмет: ужасный	terrible|/ˈtɛɹəbəɫ/	terrible|/tɛʁibl/	schrecklich|/ˈʃʁɛklɪç/	فَظِيع|faziya	诡异的|guǐ yì de	ужа́сный|uzhasnyi	terrible|/t̪eˈriβ̞le/
wonderful	health	замечательный	понятие или предмет: замечательный	wonderful|/ˈwəndɝfəɫ/	merveilleux|/mɛʁvɛjø/	wunderbar|/ˈvʊndɐbaːɐ̯/	عَجِيب|aajiyb	棒|bàng	замеча́тельный|zamechatelnyi	maravilloso|/maɾaβ̞iˈʝoso/
young	health	молодой	понятие или предмет: молодой	young|/ˈjəŋ/	jeune|/ʒœn/	jung|/jʊŋ/	صَغِير|saghiyr	年轻|nián qīng	молодо́й|molodoi	joven|/ˈxoβ̞ẽn/
beautiful	health	красивый	понятие или предмет: красивый	beautiful|/ˈbjutəfəɫ/	beau|/bo/	schön|/ʃøːn/	مَلِيح|maliyh	美|měi	краси́вый|krasivyi	hermoso|/eɾˈmoso/
easy	health	лёгкий	понятие или предмет: лёгкий	easy|/ˈizi/	facile|/fasil/	leicht|/laɪ̯çt/	سَهْل|sahl	容易|róng yì	лёгкий|legkii	fácil|/ˈfasil/
cool	health	прохладный	понятие или предмет: прохладный	cool|/ˈkuɫ/	frais|/fʁɛ/	kühl|/kyːl/	بَارِد|baarid	凉快|liáng kuài	прохла́дный|prokhladnyi	fresco|/ˈfɾesko/
great	health	отличный	понятие или предмет: отличный	great|/ˈɡɹeɪt/	excellent|/ɛkselɑ̃/	großartig|/ˈɡʁoːsˌʔaːɐ̯tɪk/	مُمْتَاز|mumtaaz	很棒|hěn bàng	отли́чный|otlichnyi	genial|/xeˈnjal/
exercise	health	упражнение	понятие или предмет: упражнение	exercise|/ˈɛksɝˌsaɪz/	exercice|/ɛgzɛʁsis/	Training|/ˈtʁeːnɪŋ/	تَمْرِين|tamriyn	练习|liàn xí	упражне́ние|uprazhnenie	ejercicio|/exeɾˈsisjo/
important	health	важный	понятие или предмет: важный	important|/ˌɪmˈpɔɹtənt/	important|/ɛ̃pɔʁtɑ̃/	wichtig|/ˈvɪçtɪk/	مُهِمّ|muhim	重要|zhòng yào	ва́жный|vazhnyi	importante|/ĩmpoɾˈt̪ãn̪t̪e/
show	health	представление	понятие или предмет: представление	show|/ˈʃoʊ/	spectacle|/spɛktakl/	Show|/ʃoː/	عَرْض|aard	表演|biǎo yǎn	представле́ние|predstavlenie	espectáculo|/espekˈt̪akulo/
swimming	health	плавание	понятие или предмет: плавание	swimming|/ˈswɪmɪŋ/	natation|/natasjɔ̃/	Schwimmen|/ˈʃvɪmən/	سِبَاحَة|sibaahaa	游泳|yóu yǒng	пла́вание|plavanie	natación|/nat̪aˈsjõn/
football	health	футбол	понятие или предмет: футбол	football|/ˈfʊtˌbɔɫ/	football|/futbol/	Fußball|/ˈfuːsˌbal/	كُرَة اَلْقَدَم|kuraa aalqadam	足球|zú qiú	футбо́л|futbol	fútbol|/ˈfut̪β̞ol/
add	actions	добавлять	действие: добавлять	add|/ˈæd/	ajouter|/aʒute/	hinzufügen|/hɪnˈt͡suːˌfyːɡn̩/	أَضَافَ|aadaafa	加|jiā	добавля́ть|dobavlyat	añadir|/aɲaðiɾ/
become	actions	становиться	действие: становиться	become|/bɪˈkəm/	devenir|/dəvniʁ/	werden|/ˈveːɐ̯dn̩/	صَارَ|saara	成|chéng	станови́ться|stanovitsya	volverse|/bolˈβ̞eɾse/
begin	actions	начать	действие: начать	begin|/bɪˈɡɪn/	démarrer|/demaʁe/	beginnen|/bəˈɡɪnən/	اِبْتَدَأَ|aibtadaaa	開始|kāi shǐ	нача́ть|nachat	comenzar|/komẽnˈsaɾ/
believe	actions	верить	действие: верить	believe|/bɪˈɫiv/	croire|/kʁwaʁ/	glauben|/ˈɡlaʊ̯bn̩/	صَدَّقَ|sadaqa	相信|xiāng xìn	ве́рить|verit	creer|/kɾeˈeɾ/
bring	actions	приносить	действие: приносить	bring|/ˈbɹɪŋ/	apporter|/apɔʁte/	bringen|/ˈbʁɪŋən/	أَحْضَرَ|aahdara	带来|dài lái	приноси́ть|prinosit	traer|/t̪ɾaˈeɾ/
build	actions	строить	действие: строить	build|/ˈbɪɫd/	construire|/kɔ̃stʁɥiʁ/	bauen|/ˈbaʊ̯ən/	بَنَى|banaa	建設|jiàn shè	стро́ить|stroit	construir|/kõnsˈt̪ɾwiɾ/
choose	actions	выбирать	действие: выбирать	choose|/ˈtʃuz/	choisir|/ʃwaziʁ/	wählen|/ˈvɛːlən/	اِخْتَارَ|aikhtaara	选择|xuǎn zé	выбира́ть|vybirat	escoger|/eskoˈxeɾ/
close	actions	закрывать	действие: закрывать	close|/ˈkɫoʊs/	fermer|/fɛʁme/	schließen|/ˈʃliːsn̩/	أَغْلَقَ|aaghlaqa	关|guān	закрыва́ть|zakryvat	cerrar|/seˈraɾ/
cut	actions	резать	действие: резать	cut|/ˈkət/	couper|/kupe/	schneiden|/ˈʃnaɪ̯dn̩/	قَطَعَ|qataaa	切|qiè	ре́зать|rezat	cortar|/koɾˈt̪aɾ/
decide	actions	решать	действие: решать	decide|/ˌdɪˈsaɪd/	décider|/deside/	entscheiden|/ɛntˈʃaɪ̯dn̩/	قَرَّرَ|qarara	决定|jué dìng	реша́ть|reshat	decidir|/d̪esiˈð̞iɾ/
die	actions	умирать	действие: умирать	die|/ˈdaɪ/	mourir|/muʁiʁ/	sterben|/ˈʃtɛʁbn̩/	مَاتَ|maata	死|sǐ	умира́ть|umirat	morir|/moˈɾiɾ/
do	actions	делать	действие: делать	do|/ˈdu/	faire|/fɛʁ/	tun|/tjuːn/	فَعَلَ|faaala	做|zuò	де́лать|delat	hacer|/aˈseɾ/
draw	actions	рисовать	действие: рисовать	draw|/ˈdɹɔ/	dessiner|/desine/	zeichnen|/ˈt͡saɪ̯çnən/	رَسَمَ|rasama	画|huà	рисова́ть|risovat	dibujar|/d̪iβ̞uˈxaɾ/
find	actions	находить	действие: находить	find|/ˈfaɪnd/	trouver|/tʁuve/	finden|/ˈfɪndn̩/	وَجَدَ|wajada	找到|zhǎo dào	находи́ть|nakhodit	encontrar|/ẽŋkõn̪ˈt̪ɾaɾ/
finish	actions	заканчивать	действие: заканчивать	finish|/ˈfɪnɪʃ/	finir|/finiʁ/	beenden|/bəˈʔɛndn̩/	فَرَغَ|faragha	完成|wán chéng	зака́нчивать|zakanchivat	terminar|/t̪eɾmiˈnaɾ/
forget	actions	забывать	действие: забывать	forget|/fɝˈɡɛt/	oublier|/ublije/	vergessen|/fɛɐ̯ˈɡɛsn̩/	نَسِيَ|nasiya	忘记|wàng jì	забыва́ть|zabyvat	olvidar|/olβ̞iˈð̞aɾ/
get	actions	доставать	действие: доставать	get|/ˈɡɛt/	obtenir|/ɔptəniʁ/	besorgen|/bəˈzɔʁɡn̩/	اِسْتَلَمَ|aistalama	获得|huò dé	достава́ть|dostavat	conseguir|/kõnseˈɣ̞iɾ/
grow	actions	расти	действие: расти	grow|/ˈɡɹoʊ/	grandir|/gʁɑ̃diʁ/	wachsen|/ˈvaksn̩/	نَمَى|namaa	生长|shēng zhǎng	расти́|rasti	crecer|/kɾeˈseɾ/
happen	actions	происходить	действие: происходить	happen|/ˈhæpən/	se produire|/sə pʁɔdɥiʁ/	geschehen|/ɡəˈʃeːən/	حَدَثَ|hadatha	发生|fā shēng	происходи́ть|proiskhodit	ocurrir|/okuˈriɾ/
hear	actions	слышать	действие: слышать	hear|/ˈhiɹ/	entendre|/ɑ̃tɑ̃dʁ/	hören|/ˈhøːʁən/	سَمِعَ|samiaa	听见|tīng jiàn	слы́шать|slyshat	oír|/oˈiɾ/
imagine	actions	представлять	действие: представлять	imagine|/ˌɪˈmædʒən/	imaginer|/imaʒine/	einbilden|/ˈaɪ̯nˌbɪldn̩/	تَخَيَّلَ|takhayala	想像|xiǎng xiàng	представля́ть|predstavlyat	imaginar|/imaxiˈnaɾ/
keep	actions	хранить	действие: хранить	keep|/ˈkip/	garder|/gaʁde/	behalten|/bəˈhaltn̩/	اِحْتَفَظَ|aihtafaza	保持|bǎo chí	храни́ть|khranit	guardar|/gwaɾˈð̞aɾ/
know	actions	знать	действие: знать	know|/ˈnoʊ/	savoir|/savwaʁ/	wissen|/ˈvɪsn̩/	عَرَفَ|aarafa	懂|dǒng	знать|znat	saber|/saˈβ̞eɾ/
learn	actions	учиться	действие: учиться	learn|/ˈɫɝn/	apprendre|/apʁɑ̃dʁ/	lernen|/ˈlɛʁnən/	تَعَلَّمَ|taaalama	学会|xué huì	учи́ться|uchitsya	aprender|/apɾendeɾ/
let	actions	позволять	действие: позволять	let|/ˈɫɛt/	permettre|/pɛʁmɛtʁ/	erlauben|/ɛɐ̯ˈlaʊ̯bn̩/	سَمَحَ|samaha	让|ràng	позволя́ть|pozvolyat	permitir|/peɾmiˈt̪iɾ/
lose	actions	терять	действие: терять	lose|/ˈɫuz/	perdre|/pɛʁdʁ/	verlieren|/fɛɐ̯ˈliːʁən/	خَسِرَ|khasira	丢|diū	теря́ть|teryat	perder|/peɾˈð̞eɾ/
change	actions	менять	понятие или предмет: менять	change|/ˈtʃeɪndʒ/	changer|/ʃɑ̃ʒe/	ändern|/ˈɛndɐn/	غَيَّرَ|ghayara	改变|gǎi biàn	меня́ть|menyat	cambiar|/kamˈbjaɾ/
meet	actions	встречать	действие: встречать	meet|/ˈmit/	rencontrer|/ʁɑ̃kɔ̃tʁe/	treffen|/ˈtʁɛfn̩/	لَاقَى|laaqaa	遇见|yù jiàn	встреча́ть|vstrechat	quedar|/keˈð̞aɾ/
miss	actions	скучать по	действие: скучать по	miss|/ˈmɪs/	manquer|/mɑ̃ke/	vermissen|/fɛɐ̯ˈmɪsn̩/	اِشْتَاقَ إِلَى|aishtaaqa iilaa	想念|xiǎng niàn	скуча́ть по|skuchat po	extrañar|/ekstɾaˈɲaɾ/
prefer	actions	предпочитать	действие: предпочитать	prefer|/pɹəˈfɝ/	préférer|/pʁefeʁe/	vorziehen|/ˈfoːɐ̯ˌt͡siːən/	فَضَّلَ|fadala	比较喜欢|bǐ jiào xǐ huān	предпочита́ть|predpochitat	preferir|/pɾefeˈɾiɾ/
put	actions	класть	действие: класть	put|/ˈpʊt/	placer|/plase/	setzen|/ˈzɛt͡sn̩/	وَضَعَ|wadaaa	放|fàng	класть|klast	poner|/poˈneɾ/
remember	actions	помнить	действие: помнить	remember|/ɹiˈmɛmbɝ/	se rappeler|/\sə ʁa.ple\/	sich erinnern|/zɪç ɛɐ̯ˈʔɪnɐn/	تَذَكَّرَ|tadhakara	记得|jì de	по́мнить|pomnit	recordar|/rekoɾˈð̞aɾ/
sell	actions	продавать	действие: продавать	sell|/ˈsɛɫ/	vendre|/vɑ̃dʁ/	verkaufen|/fɛɐ̯ˈkaʊ̯fn̩/	بَاعَ|baaaa	卖|mài	продава́ть|prodavat	vender|/bẽn̪ˈd̪eɾ/
send	actions	посылать	действие: посылать	send|/ˈsɛnd/	envoyer|/ɑ̃vwaje/	senden|/ˈzɛndn̩/	أَرْسَلَ|aarsala	送|sòng	посыла́ть|posylat	enviar|/ẽmˈbjaɾ/
sing	actions	петь	действие: петь	sing|/ˈsɪŋ/	chanter|/ʃɑ̃te/	singen|/ˈzɪŋən/	غَنَّى|ghanaa	唱歌|chàng gē	петь|pet	cantar|/kãn̪ˈt̪aɾ/
watch	actions	наручные часы	понятие или предмет: наручные часы	watch|/ˈwɑtʃ/	montre|/mɔ̃tʁ/	Uhr|/uːɐ̯/	سَاعَة يَد|saaaaa yad	手表|shǒu biǎo	нару́чные часы́|naruchnye chasy	reloj|/reˈlox/
try	actions	пытаться	действие: пытаться	try|/ˈtɹaɪ/	essayer|/eseje/	versuchen|/fɛɐ̯ˈzuːxn̩/	حَاوَلَ|haawala	尝试|cháng shì	пыта́ться|pytatsya	intentar|/ĩn̪t̪ẽn̪ˈt̪aɾ/
understand	actions	понимать	действие: понимать	understand|/ˌəndɝˈstænd/	comprendre|/kɔ̃pʁɑ̃dʁ/	verstehen|/fɛɐ̯ˈʃteːən/	فَهِمَ|fahima	明白|míng bái	понима́ть|ponimat	entender|/ẽn̪t̪ẽn̪ˈd̪eɾ/
use	actions	использовать	действие: использовать	use|/ˈjus/	utiliser|/ytilize/	benutzen|/bəˈnʊt͡sn̩/	اِسْتَعْمَلَ|aistaamala	用|yòng	испо́льзовать|ispolzovat	usar|/uˈsaɾ/
win	actions	побеждать	действие: побеждать	win|/ˈwɪn/	gagner|/gaɲe/	gewinnen|/ɡəˈvɪnən/	رَبِحَ|rabiha	赢|yíng	побежда́ть|pobezhdat	ganar|/gaˈnaɾ/
amazing	descriptions	изумительный	понятие или предмет: изумительный	amazing|/əˈmeɪzɪŋ/	étonnant|/etɔnɑ̃/	erstaunlich|/ɛɐ̯ˈʃtaʊ̯nlɪç/	مُدْهِش|mudhish	精彩|jīng cǎi	изуми́тельный|izumitelnyi	asombroso|/asombɾoso/
